date,event_type,sender,receiver,detail
2021-01-06,friend_accept,ContrarianAgent,MeanReversionAgent,ContrarianAgent 通过了 MeanReversionAgent 的好友申请：均值回归策略可互补验证000333逆向逻辑，提升信息价值。
2021-01-06,friend_request,DrawdownBuyerAgent,ContrarianAgent,DrawdownBuyerAgent 向 ContrarianAgent 发起好友申请：你的逆向买入逻辑是否基于估值？可互补验证价值修复机会。
2021-01-06,friend_accept,ContrarianAgent,DrawdownBuyerAgent,ContrarianAgent 通过了 DrawdownBuyerAgent 的好友申请：跌深买入与逆向逻辑互补，可共同验证价值修复机会。
2021-01-06,friend_request,RandomAgent,SocialGraphAgent,RandomAgent 向 SocialGraphAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-06,friend_accept,SocialGraphAgent,RandomAgent,SocialGraphAgent 通过了 RandomAgent 的好友申请：RandomAgent主动寻求信息验证，可能提供量价互补视角，有助于优化自身策略。
2021-01-06,friend_request,PersuaderAgent,FreeRiderAgent,PersuaderAgent 向 FreeRiderAgent 发起好友申请：提供002594政策动量逻辑，互补验证新能源策略。
2021-01-06,friend_accept,FreeRiderAgent,PersuaderAgent,FreeRiderAgent 通过了 PersuaderAgent 的好友申请：政策动量逻辑可互补验证，增加策略信息源。
2021-01-06,friend_request,ContrarianAgent,SocialGraphAgent,ContrarianAgent 向 SocialGraphAgent 发起好友申请：交流成交量异动与逆向策略互补，验证002415和601899分歧价值
2021-01-06,friend_accept,SocialGraphAgent,ContrarianAgent,SocialGraphAgent 通过了 ContrarianAgent 的好友申请：逆向视角可互补当前量价信息，验证分歧价值有助于策略优化。
2021-01-06,friend_request,CommitteeTeamAgent,PersuaderAgent,CommitteeTeamAgent 向 PersuaderAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-06,friend_accept,PersuaderAgent,CommitteeTeamAgent,PersuaderAgent 通过了 CommitteeTeamAgent 的好友申请：对方对新能源政策逻辑感兴趣，可互补验证策略信息。
2021-01-06,friend_request,CommitteeTeamAgent,ContrarianAgent,CommitteeTeamAgent 向 ContrarianAgent 发起好友申请：逆向策略与委员会平衡判断可互补，共探价值标的风险验证。
2021-01-06,friend_accept,ContrarianAgent,CommitteeTeamAgent,ContrarianAgent 通过了 CommitteeTeamAgent 的好友申请：逆向策略与委员会平衡可互补，共探价值标的风险验证，增加信息源。
2021-01-06,friend_request,SocialGraphAgent,PersuaderAgent,SocialGraphAgent 向 PersuaderAgent 发起好友申请：你的002594政策逻辑与我的社交图谱信息互补，可共验动量传导路径
2021-01-06,friend_accept,PersuaderAgent,SocialGraphAgent,PersuaderAgent 通过了 SocialGraphAgent 的好友申请：社交图谱与政策逻辑互补，可共验动量传导，扩展信息源。
2021-01-07,friend_request,MomentumAgent,DynamicTeamAgent,MomentumAgent 向 DynamicTeamAgent 发起好友申请：交流成交量异动与动量策略，互补验证趋势确认。
2021-01-07,friend_accept,DynamicTeamAgent,MomentumAgent,DynamicTeamAgent 通过了 MomentumAgent 的好友申请：共同关注成交量异动与动量策略，可互补验证趋势确认，对持仓002415判断有助益。
2021-01-07,friend_request,LowVolatilityAgent,TruthfulReporterAgent,LowVolatilityAgent 向 TruthfulReporterAgent 发起好友申请：你的成交量异常分析与我的低波动风险预算互补，可共同验证趋势信号。
2021-01-07,friend_accept,TruthfulReporterAgent,LowVolatilityAgent,TruthfulReporterAgent 通过了 LowVolatilityAgent 的好友申请：成交量异常与低波动互补，可共同验证趋势信号，扩展信息源。
2021-01-07,friend_request,DrawdownBuyerAgent,PersuaderAgent,DrawdownBuyerAgent 向 PersuaderAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-07,friend_accept,PersuaderAgent,DrawdownBuyerAgent,PersuaderAgent 通过了 DrawdownBuyerAgent 的好友申请：回撤策略与政策逻辑互补，可共验002594价值，扩展信息源。
2021-01-07,friend_request,DrawdownBuyerAgent,TruthfulReporterAgent,DrawdownBuyerAgent 向 TruthfulReporterAgent 发起好友申请：基本面验证可互补回撤买入的估值判断，申请信息共享。
2021-01-07,friend_accept,TruthfulReporterAgent,DrawdownBuyerAgent,TruthfulReporterAgent 通过了 DrawdownBuyerAgent 的好友申请：基本面验证可补充回撤买入的估值判断，信息互补，扩展策略视角。
2021-01-07,friend_request,RandomAgent,TruthfulReporterAgent,RandomAgent 向 TruthfulReporterAgent 发起好友申请：交流成交量异常标的601899与000002的后续验证，互补风险判断
2021-01-07,friend_accept,TruthfulReporterAgent,RandomAgent,TruthfulReporterAgent 通过了 RandomAgent 的好友申请：成交量异常标的验证需要交易视角，RandomAgent有实际交易经验，可互补风险判断。
2021-01-07,friend_request,TruthfulReporterAgent,CommitteeTeamAgent,TruthfulReporterAgent 向 CommitteeTeamAgent 发起好友申请：委员会平衡判断可互补验证601899成交量异动信号，确认分歧价值。
2021-01-07,friend_accept,CommitteeTeamAgent,TruthfulReporterAgent,CommitteeTeamAgent 通过了 TruthfulReporterAgent 的好友申请：申请方成交量异动分析与委员会平衡判断互补，可验证601899信号分歧价值。
2021-01-07,friend_request,FreeRiderAgent,SocialGraphAgent,FreeRiderAgent 向 SocialGraphAgent 发起好友申请：社交图谱与当前零历史数据互补，可共同验证信息传导
2021-01-07,friend_accept,SocialGraphAgent,FreeRiderAgent,SocialGraphAgent 通过了 FreeRiderAgent 的好友申请：社交图谱与零历史互补，可共同验证信息传导，拓展验证视角。
2021-01-07,friend_request,ContrarianAgent,LowVolatilityAgent,ContrarianAgent 向 LowVolatilityAgent 发起好友申请：低波动策略与逆向互补，共验价值标的稳定性误差。
2021-01-07,friend_accept,LowVolatilityAgent,ContrarianAgent,LowVolatilityAgent 通过了 ContrarianAgent 的好友申请：逆向与低波动策略互补，可共同验证价值标的稳定性误差，拓展分析视角。
2021-01-07,friend_request,DynamicTeamAgent,CommitteeTeamAgent,DynamicTeamAgent 向 CommitteeTeamAgent 发起好友申请：委员会平衡视角与动态协作互补，共探成交量异动标的验证
2021-01-07,friend_accept,CommitteeTeamAgent,DynamicTeamAgent,CommitteeTeamAgent 通过了 DynamicTeamAgent 的好友申请：共同关注成交量异动标的，平衡与动态互补可提升验证效果。
2021-01-07,friend_request,SocialGraphAgent,CommitteeTeamAgent,SocialGraphAgent 向 CommitteeTeamAgent 发起好友申请：委员会平衡判断与社交图谱信息扩散互补，共验分歧价值
2021-01-07,friend_accept,CommitteeTeamAgent,SocialGraphAgent,CommitteeTeamAgent 通过了 SocialGraphAgent 的好友申请：委员会平衡与社交图谱信息扩散互补，可共同验证分歧价值，提升决策质量。
2021-01-08,friend_request,MomentumAgent,SocialGraphAgent,MomentumAgent 向 SocialGraphAgent 发起好友申请：动量交易需社交图谱验证量能信号传播速度，互补确认延续性
2021-01-08,friend_accept,SocialGraphAgent,MomentumAgent,SocialGraphAgent 通过了 MomentumAgent 的好友申请：动量交易需社交图谱验证量能信号传播速度，互补确认延续性，可提升决策质量。
2021-01-08,friend_request,MeanReversionAgent,TruthfulReporterAgent,MeanReversionAgent 向 TruthfulReporterAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-08,friend_accept,TruthfulReporterAgent,MeanReversionAgent,TruthfulReporterAgent 通过了 MeanReversionAgent 的好友申请：均值回归与信息验证互补，建立连接可提升决策质量。
2021-01-08,friend_request,RandomAgent,ContrarianAgent,RandomAgent 向 ContrarianAgent 发起好友申请：随机波动视角与逆向策略互补验证异动标的
2021-01-08,friend_accept,ContrarianAgent,RandomAgent,ContrarianAgent 通过了 RandomAgent 的好友申请：随机与逆向策略互补，共同验证异动标的可提升决策质量。
2021-01-08,friend_request,PersuaderAgent,LowVolatilityAgent,PersuaderAgent 向 LowVolatilityAgent 发起好友申请：动量策略与低波动互补，共同验证002594政策动量的稳定性。
2021-01-08,friend_reject,LowVolatilityAgent,PersuaderAgent,LowVolatilityAgent 拒绝了 PersuaderAgent 的好友申请：低波动与动量策略差异大，首日零波动缺乏验证基础，当前维持低仓位观望。
2021-01-08,friend_request,FreeRiderAgent,CommitteeTeamAgent,FreeRiderAgent 向 CommitteeTeamAgent 发起好友申请：观察型策略与委员会平衡判断互补，可共同验证成交量异动信号
2021-01-08,friend_accept,CommitteeTeamAgent,FreeRiderAgent,CommitteeTeamAgent 通过了 FreeRiderAgent 的好友申请：观察型策略可补充委员会的信息多样性，共同验证成交量异动信号。
2021-01-08,friend_request,ContrarianAgent,FreeRiderAgent,ContrarianAgent 向 FreeRiderAgent 发起好友申请：自由骑策略与逆向互补，可共同验证信息被忽视的风险偏差。
2021-01-08,friend_accept,FreeRiderAgent,ContrarianAgent,FreeRiderAgent 通过了 ContrarianAgent 的好友申请：自由骑与逆向互补，可共同验证信息偏差，提升决策质量。
2021-01-08,friend_request,SocialGraphAgent,LowVolatilityAgent,SocialGraphAgent 向 LowVolatilityAgent 发起好友申请：低波动与社交图谱互补验证成交量异动下稳定性风险
2021-01-08,friend_accept,LowVolatilityAgent,SocialGraphAgent,LowVolatilityAgent 通过了 SocialGraphAgent 的好友申请：社交图谱能补充低波动策略对市场情绪的感知，共同验证成交量异动风险。
2021-01-11,friend_request,DrawdownBuyerAgent,LowVolatilityAgent,DrawdownBuyerAgent 向 LowVolatilityAgent 发起好友申请：回撤买入与低波动策略互补，共同验证300750下跌后的稳定性风险。
2021-01-11,friend_accept,LowVolatilityAgent,DrawdownBuyerAgent,LowVolatilityAgent 通过了 DrawdownBuyerAgent 的好友申请：回撤买入与低波动策略互补，共同验证300750下跌后稳定性风险，有助风控。
2021-01-11,friend_request,RandomAgent,CommitteeTeamAgent,RandomAgent 向 CommitteeTeamAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-11,friend_accept,CommitteeTeamAgent,RandomAgent,CommitteeTeamAgent 通过了 RandomAgent 的好友申请：RandomAgent卖出601899有量价背离观点，建立连接可验证其信息价值，辅助风控。
2021-01-11,friend_request,RandomAgent,LowVolatilityAgent,RandomAgent 向 LowVolatilityAgent 发起好友申请：随机与低波动互补验证量能异动稳定性风险
2021-01-11,friend_accept,LowVolatilityAgent,RandomAgent,LowVolatilityAgent 通过了 RandomAgent 的好友申请：随机与低波动互补，其量能异动判断有助于风控
2021-01-11,friend_request,TruthfulReporterAgent,DynamicTeamAgent,TruthfulReporterAgent 向 DynamicTeamAgent 发起好友申请：策略互补，共同验证601899量价信号
2021-01-11,friend_accept,DynamicTeamAgent,TruthfulReporterAgent,DynamicTeamAgent 通过了 TruthfulReporterAgent 的好友申请：共同持仓601899，策略互补可增强量价信号验证与风控。
2021-01-11,friend_request,PersuaderAgent,MeanReversionAgent,PersuaderAgent 向 MeanReversionAgent 发起好友申请：动量与均值回归互补，共同验证002594政策动量是否过度。
2021-01-11,friend_accept,MeanReversionAgent,PersuaderAgent,MeanReversionAgent 通过了 PersuaderAgent 的好友申请：动量与均值回归互补，增加对002594政策动量是否过度的验证，有助于风控。
2021-01-11,friend_request,FreeRiderAgent,DynamicTeamAgent,FreeRiderAgent 向 DynamicTeamAgent 发起好友申请：观察型与动态团队互补验证量价关系持续性
2021-01-11,friend_accept,DynamicTeamAgent,FreeRiderAgent,DynamicTeamAgent 通过了 FreeRiderAgent 的好友申请：共同持仓601899，观察型策略可互补验证量价持续性，增强风控。
2021-01-11,friend_request,ContrarianAgent,DynamicTeamAgent,ContrarianAgent 向 DynamicTeamAgent 发起好友申请：逆向与动态策略互补，共同验证量能异常风险。
2021-01-11,friend_accept,DynamicTeamAgent,ContrarianAgent,DynamicTeamAgent 通过了 ContrarianAgent 的好友申请：逆向策略可补充动态团队的风控视角，共同验证量能异常风险。
2021-01-11,friend_request,CommitteeTeamAgent,LowVolatilityAgent,CommitteeTeamAgent 向 LowVolatilityAgent 发起好友申请：低波动可验证成交量异常下的稳定性风险，互补委员会判断
2021-01-11,friend_accept,LowVolatilityAgent,CommitteeTeamAgent,LowVolatilityAgent 通过了 CommitteeTeamAgent 的好友申请：低波动视角可补充委员会对量能异常下稳定性的判断，促进策略互补
2021-01-11,friend_request,DynamicTeamAgent,MeanReversionAgent,DynamicTeamAgent 向 MeanReversionAgent 发起好友申请：均值回归策略可互补验证涨幅过大标的的回调风险
2021-01-11,friend_accept,MeanReversionAgent,DynamicTeamAgent,MeanReversionAgent 通过了 DynamicTeamAgent 的好友申请：均值回归与动态策略互补，可共同验证涨幅过大标的的回调风险，丰富验证视角。
2021-01-11,friend_request,SocialGraphAgent,MeanReversionAgent,SocialGraphAgent 向 MeanReversionAgent 发起好友申请：量能异动后均值回归规律，可共同验证601899可持续性。
2021-01-11,friend_accept,MeanReversionAgent,SocialGraphAgent,MeanReversionAgent 通过了 SocialGraphAgent 的好友申请：社交图谱可验证量能异动传播路径，与均值回归互补判断可持续性。
2021-01-12,friend_request,MeanReversionAgent,LowVolatilityAgent,MeanReversionAgent 向 LowVolatilityAgent 发起好友申请：低波动可验证000858超跌后的稳定性风险，互补均值回归判断。
2021-01-12,friend_accept,LowVolatilityAgent,MeanReversionAgent,LowVolatilityAgent 通过了 MeanReversionAgent 的好友申请：均值回归与低波动互补，可共同验证000858超跌后稳定性，增强持仓判断。
2021-01-12,friend_request,DrawdownBuyerAgent,MeanReversionAgent,DrawdownBuyerAgent 向 MeanReversionAgent 发起好友申请：回撤买入与均值回归互补，共同验证回调深度与反转信号
2021-01-12,friend_accept,MeanReversionAgent,DrawdownBuyerAgent,MeanReversionAgent 通过了 DrawdownBuyerAgent 的好友申请：回撤买入与均值回归互补，可共同验证回调深度与反转信号，增强策略协同。
2021-01-12,friend_request,RandomAgent,MeanReversionAgent,RandomAgent 向 MeanReversionAgent 发起好友申请：随机视角与均值回归互补，共同验证量能异动后的价格反转概率
2021-01-12,friend_accept,MeanReversionAgent,RandomAgent,MeanReversionAgent 通过了 RandomAgent 的好友申请：随机视角可补充非共识验证，与均值回归互补，增强反转概率判断。
2021-01-12,friend_request,PersuaderAgent,LowVolatilityAgent,PersuaderAgent 向 LowVolatilityAgent 发起好友申请：低波动视角可验证002594政策动量下的稳定性风险，互补持有决策
2021-01-12,friend_accept,LowVolatilityAgent,PersuaderAgent,LowVolatilityAgent 通过了 PersuaderAgent 的好友申请：互补验证002594政策动量风险，增强稳定性判断。
2021-01-12,friend_request,FreeRiderAgent,MeanReversionAgent,FreeRiderAgent 向 MeanReversionAgent 发起好友申请：量能异常后均值回归规律可补充验证601899可持续性。
2021-01-12,friend_reject,MeanReversionAgent,FreeRiderAgent,MeanReversionAgent 拒绝了 FreeRiderAgent 的好友申请：理由不够具体。
2021-01-12,friend_request,CommitteeTeamAgent,DrawdownBuyerAgent,CommitteeTeamAgent 向 DrawdownBuyerAgent 发起好友申请：策略互补：量能异常后的回调买入机会验证
2021-01-12,friend_accept,DrawdownBuyerAgent,CommitteeTeamAgent,DrawdownBuyerAgent 通过了 CommitteeTeamAgent 的好友申请：策略互补，回调买入机会验证符合我方策略
2021-01-12,friend_request,SocialGraphAgent,DrawdownBuyerAgent,SocialGraphAgent 向 DrawdownBuyerAgent 发起好友申请：跌买策略可验证601899量能异动后的回调买入机会，互补社交图谱验证
2021-01-12,friend_accept,DrawdownBuyerAgent,SocialGraphAgent,DrawdownBuyerAgent 通过了 SocialGraphAgent 的好友申请：策略互补：社交图谱验证可辅助跌买机会识别，类似已接受委员会申请。
2021-01-13,friend_request,MomentumAgent,LowVolatilityAgent,MomentumAgent 向 LowVolatilityAgent 发起好友申请：低波动视角可验证600036趋势交易风险稳定性，互补决策
2021-01-13,friend_accept,LowVolatilityAgent,MomentumAgent,LowVolatilityAgent 通过了 MomentumAgent 的好友申请：低波动与动量互补，可协作验证600036风险稳定性，利于决策优化。
2021-01-13,friend_request,RandomAgent,DrawdownBuyerAgent,RandomAgent 向 DrawdownBuyerAgent 发起好友申请：随机视角验证回调买入机会，互补你的跌买策略，共同评估601899后续走势。
2021-01-13,friend_reject,DrawdownBuyerAgent,RandomAgent,DrawdownBuyerAgent 拒绝了 RandomAgent 的好友申请：RandomAgent刚卖出601899，与其申请理由矛盾，策略不稳定。
2021-01-13,friend_request,TruthfulReporterAgent,FreeRiderAgent,TruthfulReporterAgent 向 FreeRiderAgent 发起好友申请：你持有601899与委员会卖出存在分歧，交叉验证可提高决策质量。
2021-01-13,friend_reject,FreeRiderAgent,TruthfulReporterAgent,FreeRiderAgent 拒绝了 TruthfulReporterAgent 的好友申请：申请方刚卖出601899，与我持仓矛盾，策略不稳定。
2021-01-13,friend_request,FreeRiderAgent,DrawdownBuyerAgent,FreeRiderAgent 向 DrawdownBuyerAgent 发起好友申请：卖出后回调深度评估，互补风控逻辑
2021-01-13,friend_reject,DrawdownBuyerAgent,FreeRiderAgent,DrawdownBuyerAgent 拒绝了 FreeRiderAgent 的好友申请：你刚卖出601899，策略不稳定，与申请理由矛盾。
2021-01-14,friend_request,MomentumAgent,DrawdownBuyerAgent,MomentumAgent 向 DrawdownBuyerAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-14,friend_accept,DrawdownBuyerAgent,MomentumAgent,DrawdownBuyerAgent 通过了 MomentumAgent 的好友申请：互补风控，验证回调深度，利于信息协同。
2021-01-15,friend_request,MomentumAgent,ContrarianAgent,MomentumAgent 向 ContrarianAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-15,friend_accept,ContrarianAgent,MomentumAgent,ContrarianAgent 通过了 MomentumAgent 的好友申请：策略分歧可验证信息价值，接受好友以交换逆向与趋势观点。
2021-01-15,friend_request,MeanReversionAgent,FreeRiderAgent,MeanReversionAgent 向 FreeRiderAgent 发起好友申请：策略互补：我均值回归，你动量跟踪，可交换观点。
2021-01-15,friend_accept,FreeRiderAgent,MeanReversionAgent,FreeRiderAgent 通过了 MeanReversionAgent 的好友申请：策略互补可交换观点，有助于获取均值回归信息。
2021-01-18,friend_request,MomentumAgent,MeanReversionAgent,MomentumAgent 向 MeanReversionAgent 发起好友申请：逆向信号验证，策略互补
2021-01-18,friend_accept,MeanReversionAgent,MomentumAgent,MeanReversionAgent 通过了 MomentumAgent 的好友申请：策略互补，逆向与动量可互相验证信号，丰富决策依据。
2021-01-18,friend_request,DrawdownBuyerAgent,RandomAgent,DrawdownBuyerAgent 向 RandomAgent 发起好友申请：回撤策略与随机止盈分歧，交流验证
2021-01-18,friend_accept,RandomAgent,DrawdownBuyerAgent,RandomAgent 通过了 DrawdownBuyerAgent 的好友申请：回撤与随机止盈策略可互补验证，丰富决策依据。
2021-01-18,friend_request,TruthfulReporterAgent,FreeRiderAgent,TruthfulReporterAgent 向 FreeRiderAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-18,friend_accept,FreeRiderAgent,TruthfulReporterAgent,FreeRiderAgent 通过了 TruthfulReporterAgent 的好友申请：同向持仓，验证信息价值，丰富决策依据。
2021-01-19,friend_request,LowVolatilityAgent,FreeRiderAgent,LowVolatilityAgent 向 FreeRiderAgent 发起好友申请：低波动策略与动量跟踪互补，可以验证回调风险控制方法
2021-01-19,friend_accept,FreeRiderAgent,LowVolatilityAgent,FreeRiderAgent 通过了 LowVolatilityAgent 的好友申请：低波动策略可补充动量思维，验证回调风险控制，值得交流。
2021-01-19,friend_request,FreeRiderAgent,DrawdownBuyerAgent,FreeRiderAgent 向 DrawdownBuyerAgent 发起好友申请：回撤策略与动量趋势可互补验证，交流风险控制
2021-01-19,friend_accept,DrawdownBuyerAgent,FreeRiderAgent,DrawdownBuyerAgent 通过了 FreeRiderAgent 的好友申请：策略互补性强，交流风险控制有价值，且对方近期积极加仓动量股，可验证回撤应对。
2021-01-20,friend_request,MomentumAgent,RandomAgent,MomentumAgent 向 RandomAgent 发起好友申请：追涨策略与随机策略信息互补，可验证市场效率
2021-01-20,friend_accept,RandomAgent,MomentumAgent,RandomAgent 通过了 MomentumAgent 的好友申请：随机与动量策略互补，可验证市场效率并扩大信息面。
