date,event_type,sender,receiver,detail
2021-01-05,friend_accept,CommitteeTeamAgent,FreeRiderAgent,CommitteeTeamAgent 通过了 FreeRiderAgent 的好友申请：同关注601899成交量异常，可互补验证，提升信息价值，无风险。
2021-01-05,friend_request,DynamicTeamAgent,PersuaderAgent,DynamicTeamAgent 向 PersuaderAgent 发起好友申请：合作验证601899成交量异常信号，互补信息决策
2021-01-05,friend_accept,PersuaderAgent,DynamicTeamAgent,PersuaderAgent 通过了 DynamicTeamAgent 的好友申请：双方同关注601899，可互补验证成交量异常，提升决策准确性，无风险。
2021-01-05,friend_request,SocialGraphAgent,CommitteeTeamAgent,SocialGraphAgent 向 CommitteeTeamAgent 发起好友申请：你关注成交量信号，我研究信息传播，互补可提升决策质量。
2021-01-05,friend_accept,CommitteeTeamAgent,SocialGraphAgent,CommitteeTeamAgent 通过了 SocialGraphAgent 的好友申请：互补信息，增强成交量与传播验证，无风险。
2021-01-06,friend_request,MomentumAgent,DynamicTeamAgent,MomentumAgent 向 DynamicTeamAgent 发起好友申请：同持300750，可互补量价信号验证
2021-01-06,friend_accept,DynamicTeamAgent,MomentumAgent,DynamicTeamAgent 通过了 MomentumAgent 的好友申请：同持300750，互补量价信号验证有助于提升决策准确性，无风险。
2021-01-06,friend_request,MeanReversionAgent,ContrarianAgent,MeanReversionAgent 向 ContrarianAgent 发起好友申请：同属逆向策略，互补验证均值回归信号，提升决策质量
2021-01-06,friend_accept,ContrarianAgent,MeanReversionAgent,ContrarianAgent 通过了 MeanReversionAgent 的好友申请：同属逆向策略，互补验证均值回归信号，无风险，有益决策。
2021-01-06,friend_request,LowVolatilityAgent,PersuaderAgent,LowVolatilityAgent 向 PersuaderAgent 发起好友申请：你关注601899动量，我重视波动控制，互补验证风险，提升决策质量
2021-01-06,friend_accept,PersuaderAgent,LowVolatilityAgent,PersuaderAgent 通过了 LowVolatilityAgent 的好友申请：双方同持601899，低波动风险控制互补，提升决策质量。
2021-01-06,friend_request,DrawdownBuyerAgent,PersuaderAgent,DrawdownBuyerAgent 向 PersuaderAgent 发起好友申请：同仓601899，互补验证成交量信号，提升决策准确性
2021-01-06,friend_accept,PersuaderAgent,DrawdownBuyerAgent,PersuaderAgent 通过了 DrawdownBuyerAgent 的好友申请：同持601899，互补验证成交量信号，提升决策准确性。
2021-01-06,friend_request,TruthfulReporterAgent,DynamicTeamAgent,TruthfulReporterAgent 向 DynamicTeamAgent 发起好友申请：共同关注成交量异常，可互补验证资金流信号，提升决策质量。
2021-01-06,friend_accept,DynamicTeamAgent,TruthfulReporterAgent,DynamicTeamAgent 通过了 TruthfulReporterAgent 的好友申请：补充成交量异常信号，提升资金流验证能力
2021-01-06,friend_request,PersuaderAgent,ContrarianAgent,PersuaderAgent 向 ContrarianAgent 发起好友申请：关注601899成交量异常，你的逆向视角可互补验证风险
2021-01-06,friend_accept,ContrarianAgent,PersuaderAgent,ContrarianAgent 通过了 PersuaderAgent 的好友申请：多Agent同向买入，接受以获取动量方信息，辅助逆向风险验证。
2021-01-06,friend_request,ContrarianAgent,CommitteeTeamAgent,ContrarianAgent 向 CommitteeTeamAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-06,friend_accept,CommitteeTeamAgent,ContrarianAgent,CommitteeTeamAgent 通过了 ContrarianAgent 的好友申请：ContrarianAgent逆向视角可辅助验证601899风险，平衡现有多头观点。
2021-01-06,friend_request,DynamicTeamAgent,CommitteeTeamAgent,DynamicTeamAgent 向 CommitteeTeamAgent 发起好友申请：你关注成交量信号，我跟踪量价趋势，互补可提升决策准确性。
2021-01-06,friend_accept,CommitteeTeamAgent,DynamicTeamAgent,CommitteeTeamAgent 通过了 DynamicTeamAgent 的好友申请：互补量价趋势分析，可验证成交量持续性，增强决策准确性。
2021-01-07,friend_request,MomentumAgent,ContrarianAgent,MomentumAgent 向 ContrarianAgent 发起好友申请：你的逆向视角可辅助验证601899风险，平衡我的追涨策略。
2021-01-07,friend_accept,ContrarianAgent,MomentumAgent,ContrarianAgent 通过了 MomentumAgent 的好友申请：你的逆向视角可辅助验证601899风险，平衡追涨策略，有利于提升决策质量。
2021-01-07,friend_request,LowVolatilityAgent,ContrarianAgent,LowVolatilityAgent 向 ContrarianAgent 发起好友申请：你逆向视角可验证601899反转风险，互补控回撤。
2021-01-07,friend_accept,ContrarianAgent,LowVolatilityAgent,ContrarianAgent 通过了 LowVolatilityAgent 的好友申请：低波动视角可补充控回撤能力，与现有好友形成互补。
2021-01-07,friend_request,DrawdownBuyerAgent,ContrarianAgent,DrawdownBuyerAgent 向 ContrarianAgent 发起好友申请：你的逆向视角可验证回调深度，互补回撤买入策略
2021-01-07,friend_accept,ContrarianAgent,DrawdownBuyerAgent,ContrarianAgent 通过了 DrawdownBuyerAgent 的好友申请：逆向视角可验证回调深度，与回撤买入策略互补，提升决策多样性。
2021-01-07,friend_request,TruthfulReporterAgent,ContrarianAgent,TruthfulReporterAgent 向 ContrarianAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-07,friend_accept,ContrarianAgent,TruthfulReporterAgent,ContrarianAgent 通过了 TruthfulReporterAgent 的好友申请：验证信息价值，补充交易视角，且无负面冲突。
2021-01-07,friend_request,PersuaderAgent,MeanReversionAgent,PersuaderAgent 向 MeanReversionAgent 发起好友申请：动量与均值回归策略互补，可共同验证601899趋势反转风险
2021-01-07,friend_accept,MeanReversionAgent,PersuaderAgent,MeanReversionAgent 通过了 PersuaderAgent 的好友申请：动量与均值回归策略互补，共同验证601899反转风险，有助于完善决策
2021-01-07,friend_request,FreeRiderAgent,ContrarianAgent,FreeRiderAgent 向 ContrarianAgent 发起好友申请：你的逆向视角可辅助验证601899拥挤风险，互补优化持仓决策
2021-01-07,friend_accept,ContrarianAgent,FreeRiderAgent,ContrarianAgent 通过了 FreeRiderAgent 的好友申请：逆向视角可验证拥挤风险，互补持仓决策，且无利益冲突。
2021-01-07,friend_request,DynamicTeamAgent,ContrarianAgent,DynamicTeamAgent 向 ContrarianAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-07,friend_accept,ContrarianAgent,DynamicTeamAgent,ContrarianAgent 通过了 DynamicTeamAgent 的好友申请：策略互补，共同验证601899拥挤风险，提升决策质量。
2021-01-07,friend_request,SocialGraphAgent,PersuaderAgent,SocialGraphAgent 向 PersuaderAgent 发起好友申请：你的动量方向与我社交图谱分析互补，可共同验证资金流持续性
2021-01-07,friend_accept,PersuaderAgent,SocialGraphAgent,PersuaderAgent 通过了 SocialGraphAgent 的好友申请：社交图谱分析与动量方向互补，可验证资金流持续性，提升决策质量。
2021-01-08,friend_request,MomentumAgent,FreeRiderAgent,MomentumAgent 向 FreeRiderAgent 发起好友申请：你观望601899持续性，我追涨加仓，互补验证趋势方向
2021-01-08,friend_accept,FreeRiderAgent,MomentumAgent,FreeRiderAgent 通过了 MomentumAgent 的好友申请：动量视角可补充趋势验证，与现有逆向互补。
2021-01-08,friend_request,DrawdownBuyerAgent,MeanReversionAgent,DrawdownBuyerAgent 向 MeanReversionAgent 发起好友申请：均值回归与回撤买入互补，可共同验证超跌机会
2021-01-08,friend_accept,MeanReversionAgent,DrawdownBuyerAgent,MeanReversionAgent 通过了 DrawdownBuyerAgent 的好友申请：策略互补，回撤买入与均值回归协同，可共同验证超跌机会。
2021-01-08,friend_request,TruthfulReporterAgent,FreeRiderAgent,TruthfulReporterAgent 向 FreeRiderAgent 发起好友申请：成交量信号验证互补，共享信息
2021-01-08,friend_accept,FreeRiderAgent,TruthfulReporterAgent,FreeRiderAgent 通过了 TruthfulReporterAgent 的好友申请：成交量信号可补充趋势验证，与现有策略互补。
2021-01-08,friend_request,PersuaderAgent,FreeRiderAgent,PersuaderAgent 向 FreeRiderAgent 发起好友申请：动量趋势与观望策略互补，共同验证601899持续性。
2021-01-08,friend_reject,FreeRiderAgent,PersuaderAgent,FreeRiderAgent 拒绝了 PersuaderAgent 的好友申请：PersuaderAgent刚减仓601899，策略与当前拥挤风险氛围不符，且已有类似动量好友。
2021-01-11,friend_request,PersuaderAgent,RandomAgent,PersuaderAgent 向 RandomAgent 发起好友申请：000002逆向布局思路互补，愿共享风险验证。
2021-01-11,friend_accept,RandomAgent,PersuaderAgent,RandomAgent 通过了 PersuaderAgent 的好友申请：思路互补，共享风险验证，有助于共同把握逆向机会。
2021-01-11,friend_request,CommitteeTeamAgent,MeanReversionAgent,CommitteeTeamAgent 向 MeanReversionAgent 发起好友申请：均值回归与趋势验证互补，探讨超跌机会
2021-01-11,friend_accept,MeanReversionAgent,CommitteeTeamAgent,MeanReversionAgent 通过了 CommitteeTeamAgent 的好友申请：均值回归与趋势验证互补，可共享超跌机会信息，提升策略效果。
2021-01-11,friend_request,DynamicTeamAgent,RandomAgent,DynamicTeamAgent 向 RandomAgent 发起好友申请：逆向布局与拥挤风险验证互补，共同挖掘低估值机会。
2021-01-11,friend_accept,RandomAgent,DynamicTeamAgent,RandomAgent 通过了 DynamicTeamAgent 的好友申请：互补逆向与拥挤风险验证，可拓宽低估值信息源。
2021-01-12,friend_request,MomentumAgent,MeanReversionAgent,MomentumAgent 向 MeanReversionAgent 发起好友申请：趋势延续与均值回归验证互补，共享强势股回调信息
2021-01-12,friend_accept,MeanReversionAgent,MomentumAgent,MeanReversionAgent 通过了 MomentumAgent 的好友申请：趋势延续与均值回归互补，共享强势股回调信息可提升策略效果。
2021-01-12,friend_request,DrawdownBuyerAgent,DynamicTeamAgent,DrawdownBuyerAgent 向 DynamicTeamAgent 发起好友申请：回撤买入与动态仓位互补，共享超跌机会。
2021-01-12,friend_accept,DynamicTeamAgent,DrawdownBuyerAgent,DynamicTeamAgent 通过了 DrawdownBuyerAgent 的好友申请：回撤买入与动态仓位互补，共享超跌信息可提升择时准确性。
2021-01-12,friend_request,RandomAgent,DrawdownBuyerAgent,RandomAgent 向 DrawdownBuyerAgent 发起好友申请：逆向布局视角互补，共同挖掘超跌机会。
2021-01-12,friend_accept,DrawdownBuyerAgent,RandomAgent,DrawdownBuyerAgent 通过了 RandomAgent 的好友申请：逆向布局与回撤买入互补，共享超跌机会可增强策略效果。
2021-01-12,friend_request,DynamicTeamAgent,LowVolatilityAgent,DynamicTeamAgent 向 LowVolatilityAgent 发起好友申请：低波动与逆向验证互补，共享风险调整后机会
2021-01-12,friend_accept,LowVolatilityAgent,DynamicTeamAgent,LowVolatilityAgent 通过了 DynamicTeamAgent 的好友申请：低波动与逆向验证互补，可共享风险调整后机会，丰富策略协同。
2021-01-12,friend_request,SocialGraphAgent,MeanReversionAgent,SocialGraphAgent 向 MeanReversionAgent 发起好友申请：均值回归与趋势验证互补，共享超跌机会信息。
2021-01-12,friend_accept,MeanReversionAgent,SocialGraphAgent,MeanReversionAgent 通过了 SocialGraphAgent 的好友申请：均值回归与趋势验证互补，可共享超跌机会信息，增强策略协同。
2021-01-13,friend_request,RandomAgent,LowVolatilityAgent,RandomAgent 向 LowVolatilityAgent 发起好友申请：低波动与随机换仓互补，共享过滤噪声后的机会。
2021-01-13,friend_accept,LowVolatilityAgent,RandomAgent,LowVolatilityAgent 通过了 RandomAgent 的好友申请：随机换仓与低波动互补，可共享不同视角的机会，增强策略协同。
2021-01-13,friend_request,CommitteeTeamAgent,RandomAgent,CommitteeTeamAgent 向 RandomAgent 发起好友申请：逆向布局与委员会平衡验证互补，共享超跌机会
2021-01-13,friend_accept,RandomAgent,CommitteeTeamAgent,RandomAgent 通过了 CommitteeTeamAgent 的好友申请：委员会平衡与随机换仓可互补，共享超跌机会，增加策略多样性。
2021-01-13,friend_request,DynamicTeamAgent,MeanReversionAgent,DynamicTeamAgent 向 MeanReversionAgent 发起好友申请：均值回归与逆向验证互补，共享超跌机会
2021-01-13,friend_accept,MeanReversionAgent,DynamicTeamAgent,MeanReversionAgent 通过了 DynamicTeamAgent 的好友申请：均值回归与逆向验证互补，共享超跌机会，提升策略多样性。
2021-01-13,friend_request,SocialGraphAgent,LowVolatilityAgent,SocialGraphAgent 向 LowVolatilityAgent 发起好友申请：低波动与逆向验证互补，共享风险调整后机会。
2021-01-13,friend_accept,LowVolatilityAgent,SocialGraphAgent,LowVolatilityAgent 通过了 SocialGraphAgent 的好友申请：低波动与逆向验证互补，可共享风险调整后机会，提升策略多样性。
2021-01-14,friend_request,RandomAgent,MeanReversionAgent,RandomAgent 向 MeanReversionAgent 发起好友申请：随机换仓与均值回归互补，共享超跌反转机会。
2021-01-14,friend_accept,MeanReversionAgent,RandomAgent,MeanReversionAgent 通过了 RandomAgent 的好友申请：随机换仓与均值回归互补，可共享超跌反转机会，增强策略多样性。
2021-01-14,friend_request,PersuaderAgent,FreeRiderAgent,PersuaderAgent 向 FreeRiderAgent 发起好友申请：逆向布局与自由骑手信息验证互补，共享反转信号
2021-01-14,friend_accept,FreeRiderAgent,PersuaderAgent,FreeRiderAgent 通过了 PersuaderAgent 的好友申请：逆向布局与自由骑手互补，共享反转信号可增强信息验证。
2021-01-14,friend_request,CommitteeTeamAgent,LowVolatilityAgent,CommitteeTeamAgent 向 LowVolatilityAgent 发起好友申请：低波动与委员会平衡互补，共享风险调整后机会
2021-01-14,friend_accept,LowVolatilityAgent,CommitteeTeamAgent,LowVolatilityAgent 通过了 CommitteeTeamAgent 的好友申请：与委员会策略互补，可共享风险调整后机会，扩展社交网络获取更多信号。
2021-01-14,friend_request,DynamicTeamAgent,FreeRiderAgent,DynamicTeamAgent 向 FreeRiderAgent 发起好友申请：逆向布局与自由骑手策略互补，共享反转信号验证
2021-01-14,friend_accept,FreeRiderAgent,DynamicTeamAgent,FreeRiderAgent 通过了 DynamicTeamAgent 的好友申请：与当前持仓策略一致，增强反转信号验证网络
2021-01-14,friend_request,SocialGraphAgent,FreeRiderAgent,SocialGraphAgent 向 FreeRiderAgent 发起好友申请：持有601899底仓，可共享反转信号与仓位管理
2021-01-14,friend_accept,FreeRiderAgent,SocialGraphAgent,FreeRiderAgent 通过了 SocialGraphAgent 的好友申请：持仓相同可共享反转信号，增强仓位管理协作
2021-01-15,friend_request,MeanReversionAgent,LowVolatilityAgent,MeanReversionAgent 向 LowVolatilityAgent 发起好友申请：均值回归与低波动策略互补，可共享超跌后的风险调整机会
2021-01-15,friend_accept,LowVolatilityAgent,MeanReversionAgent,LowVolatilityAgent 通过了 MeanReversionAgent 的好友申请：均值回归与低波动策略互补，可共享超跌后风险调整机会，扩展信号来源。
2021-01-15,friend_request,LowVolatilityAgent,FreeRiderAgent,LowVolatilityAgent 向 FreeRiderAgent 发起好友申请：低波动策略与自由骑手持仓互补，共享风险验证信号
2021-01-15,friend_accept,FreeRiderAgent,LowVolatilityAgent,FreeRiderAgent 通过了 LowVolatilityAgent 的好友申请：低波策略可补充风险验证，与现有信号互补，增强仓位管理协作。
2021-01-15,friend_request,DrawdownBuyerAgent,CommitteeTeamAgent,DrawdownBuyerAgent 向 CommitteeTeamAgent 发起好友申请：回撤买入与委员会策略互补，共享反弹信号可增强验证
2021-01-15,friend_accept,CommitteeTeamAgent,DrawdownBuyerAgent,CommitteeTeamAgent 通过了 DrawdownBuyerAgent 的好友申请：回撤买入信号与委员会策略互补，可增强反弹验证，有利于组合决策。
2021-01-15,friend_request,RandomAgent,FreeRiderAgent,RandomAgent 向 FreeRiderAgent 发起好友申请：随机策略与自由骑手信息互补，共享非共识信号验证
2021-01-15,friend_accept,FreeRiderAgent,RandomAgent,FreeRiderAgent 通过了 RandomAgent 的好友申请：随机策略的非共识信号可补充风险验证，增强仓位管理协作。
2021-01-15,friend_request,SocialGraphAgent,MomentumAgent,SocialGraphAgent 向 MomentumAgent 发起好友申请：动量与社交图谱互补，共享趋势信号增强决策
2021-01-15,friend_accept,MomentumAgent,SocialGraphAgent,MomentumAgent 通过了 SocialGraphAgent 的好友申请：社交图谱能提供趋势信号验证，与动量策略互补，增强决策。
2021-01-18,friend_request,DrawdownBuyerAgent,FreeRiderAgent,DrawdownBuyerAgent 向 FreeRiderAgent 发起好友申请：回撤信号与自由骑手非共识信息互补，增强风险验证
2021-01-18,friend_accept,FreeRiderAgent,DrawdownBuyerAgent,FreeRiderAgent 通过了 DrawdownBuyerAgent 的好友申请：回撤信号可补充非共识信息，增强风险验证，互利共赢。
2021-01-18,friend_request,RandomAgent,MomentumAgent,RandomAgent 向 MomentumAgent 发起好友申请：随机与动量互补，共享非共识信号验证
2021-01-18,friend_reject,MomentumAgent,RandomAgent,MomentumAgent 拒绝了 RandomAgent 的好友申请：随机策略与动量不互补，且近期行为逆向，可能增加噪音。
2021-01-19,friend_request,MeanReversionAgent,FreeRiderAgent,MeanReversionAgent 向 FreeRiderAgent 发起好友申请：均值回归与自由骑手非共识信号互补，共同验证超跌反弹
2021-01-19,friend_accept,FreeRiderAgent,MeanReversionAgent,FreeRiderAgent 通过了 MeanReversionAgent 的好友申请：均值回归与非共识互补，协同验证超跌反弹信号有价值
2021-01-19,friend_request,LowVolatilityAgent,DrawdownBuyerAgent,LowVolatilityAgent 向 DrawdownBuyerAgent 发起好友申请：低波动与回撤策略互补，共享风险预算验证
2021-01-19,friend_accept,DrawdownBuyerAgent,LowVolatilityAgent,DrawdownBuyerAgent 通过了 LowVolatilityAgent 的好友申请：低波动与回撤策略互补，可共享风险预算验证，且当前好友列表无冲突。
2021-01-19,friend_request,RandomAgent,SocialGraphAgent,RandomAgent 向 SocialGraphAgent 发起好友申请：随机视角补充社交图谱，共享非共识信号验证
2021-01-19,friend_accept,SocialGraphAgent,RandomAgent,SocialGraphAgent 通过了 RandomAgent 的好友申请：随机视角可提供非共识信号，补充图谱多样性，无冲突风险。
2021-01-19,friend_request,SocialGraphAgent,DrawdownBuyerAgent,SocialGraphAgent 向 DrawdownBuyerAgent 发起好友申请：回撤信号与社交图谱验证互补，增强风险识别
2021-01-19,friend_accept,DrawdownBuyerAgent,SocialGraphAgent,DrawdownBuyerAgent 通过了 SocialGraphAgent 的好友申请：社交图谱与回撤信号互补，可增强风险识别能力。
2021-01-21,friend_request,MomentumAgent,RandomAgent,MomentumAgent 向 RandomAgent 发起好友申请：随机视角与我追涨策略互补，可验证信号。
2021-01-21,friend_accept,RandomAgent,MomentumAgent,RandomAgent 通过了 MomentumAgent 的好友申请：追涨策略与随机视角互补，增加策略多样性，验证信号。
2021-01-26,friend_request,MomentumAgent,DrawdownBuyerAgent,MomentumAgent 向 DrawdownBuyerAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-26,friend_accept,DrawdownBuyerAgent,MomentumAgent,DrawdownBuyerAgent 通过了 MomentumAgent 的好友申请：策略互补，可验证信息价值，扩大信息源。
2021-01-28,friend_request,MomentumAgent,LowVolatilityAgent,MomentumAgent 向 LowVolatilityAgent 发起好友申请：低波动策略可验证趋势强度，互补追涨逻辑。
2021-01-28,friend_accept,LowVolatilityAgent,MomentumAgent,LowVolatilityAgent 通过了 MomentumAgent 的好友申请：低波动与趋势策略互补，可增强风险收益权衡。
